Departamento,Municipio,Estado,Topografia,Drenaje,"pH agua:suelo 2,5:1,0",Materia orgánica (MO) %,Fósforo (P) Bray II mg/kg,Azufre (S) Fosfato monocalcico mg/kg,Acidez (Al+H) KCL cmol(+)/kg,Aluminio (Al) intercambiable cmol(+)/kg,Calcio (Ca) intercambiable cmol(+)/kg,Magnesio (Mg) intercambiable cmol(+)/kg,Potasio (K) intercambiable cmol(+)/kg,Sodio (Na) intercambiable cmol(+)/kg,capacidad de intercambio cationico (CICE) suma de bases cmol(+)/kg,"Conductividad el‚ctrica (CE) relacion 2,5:1,0 dS/m",Hierro (Fe) disponible olsen mg/kg,Cobre (Cu) disponible mg/kg,Manganeso (Mn) disponible Olsen mg/kg,Zinc (Zn) disponible Olsen mg/kg,Boro (B) disponible mg/kg,AS,AC,Produccion,Rendimiento,Cultivo
41,41770,2,9,20,5.24,1.313020377,198.9997611,14.16805278,0.251546934,0.060170027,0.98592,0.74016,0.752,0.04896,2.778586934,0.436825,45.7,2.3,6.1,10.9,0.292934336,20,20,100,5,Frutales
41,41770,2,9,20,4.82,2.3215276,304.9441466,31.33593923,0.553403255,0.200566756,1.56,0.91492,1.0368,0.0544,4.119523255,0.674175,72.9,2.6,9.1,21,1.345246486,20,20,100,5,Frutales
41,41770,2,9,20,4.41,2.489612138,366.6855714,24.84115103,0.784826435,0.310878471,1.08576,1.01772,1.536,0.07072,4.495026435,0.7575,276,3.7,8.7,16.4,1.051577979,20,20,100,5,Frutales
41,41770,2,11,20,5.08,2.153443063,39.17070962,4.742459525,0.563465133,0.371048498,2.808,1.15136,0.2816,0.03808,4.842505133,0.2323,66,4,6.5,3.2,0.195044833,20,20,100,5,Frutales
41,41770,2,10,20,4.03,4.114429331,277.3229829,3.217731204,4.01,0.892522062,0.82992,0.31868,0.2368,0.03808,2.822080954,0.532775,280,3.6,5.5,3.5,0.121627707,20,20,100,5,Frutales
41,41770,2,9,20,5.31,3.666203898,288.6964033,7.09885784,0.241485057,0,1.42272,0.57568,1.0176,0.04896,3.306445057,1.512475,68,2.9,11.6,14.2,1.076050354,20,20,100,5,Frutales
41,41770,2,9,20,5.2,3.834288436,244.2497264,4.881071191,0.392413217,0.100283378,1.04832,0.514,1.248,0.04896,3.251693217,0.9393,87.8,2.7,10.2,10.3,0.586602843,20,20,100,5,Frutales
41,5315,2,9,20,4.51,3.610175719,272.4486599,3.494954535,0.654022029,0.350991822,0.5928,0.4112,0.832,0.03264,2.522662029,0.35855,78.9,5.6,3.8,3.7,0.219517209,15,15,90,6,Frutales
41,5315,2,9,20,4.83,4.17045751,74.70452437,5.574129519,0.251546934,0,1.42896,0.6168,0.432,0.0272,2.756506934,0.361075,53.4,2.6,5.2,5.5,0.439768589,15,15,90,6,Frutales
41,5315,2,9,21,5.2,4.002372973,353.6873768,30.10839432,0.271670689,0,1.04208,0.78128,1.6128,0.06528,3.773110689,2.219475,68.3,2.6,3,9.7,1.149467481,15,15,90,6,Frutales
41,5315,2,9,21,4.16,5.178964734,267.5743369,52.12768907,0.734517048,0.431218524,2.04672,0.74016,0.9344,0.04896,4.504757048,1.2625,383,2.7,15.6,6.7,1.198412232,15,15,90,6,Frutales
41,5315,2,9,21,4.35,4.058401152,124.1301597,29.27672433,0.734517048,0.411161849,1.66608,0.76072,1.3056,0.0544,4.521317048,2.098275,104.2,2.5,13.1,4.6,0.831326599,15,15,90,6,Frutales
41,5315,2,9,21,3.85,6.467612853,127.4284516,49.35545576,2.072746738,1.504250666,1.9344,0.81212,2.0352,0.09792,6.952386738,3.446625,690,4.4,29.5,6.1,1.345246486,15,15,90,6,Frutales
41,5315,2,9,21,4.85,4.226485689,217.6034273,50.74157241,0.211299425,0,6.14016,1.60368,1.4976,0.11968,9.572419425,2.426525,62,2.1,27.4,3.2,1.71233212,15,15,90,6,Frutales
41,5315,2,9,21,4.49,6.299528315,216.3523511,24.42531603,0.664083906,0.381076835,7.45056,3.57744,1.5168,0.08704,13.29592391,1.446825,104.5,7.1,34.3,16.8,1.002633228,15,15,90,6,Frutales
41,5315,2,9,21,5.09,5.851302883,143.546213,10.14831448,0.110680651,0,3.70656,1.3878,0.4448,0.03264,5.682480651,0.66155,69.2,2.7,5.5,6.9,0.415296214,15,15,90,6,Frutales
41,5315,2,9,21,5.1,3.666203898,186.7002194,8.207751164,0.271670689,0.170481742,2.79552,0.62708,0.6368,0.03264,4.363710689,0.45955,355,2,7,3.9,0.415296214,15,15,90,6,Frutales
41,5315,2,10,21,4.04,4.78676748,85.73674212,82.62225549,1.569652869,0.962720427,5.0544,1.78872,1.8048,0.10336,10.32093287,2.8482,65,11.9,98,7.5,1.467608364,15,15,90,6,Frutales
41,5315,2,10,21,4.06,5.347049271,283.8220803,61.83050566,1.549529115,0.872465387,3.33216,1.60368,2.4384,0.14144,9.065209115,3.1512,659,16.1,83.2,13.7,1.687859744,15,15,90,6,Frutales
41,5315,2,10,21,3.94,5.178964734,209.9182447,108.9584719,1.348291567,0.862437049,2.88288,1.1822,1.6896,0.11968,7.222651567,4.476825,837,10.1,29.7,7.2,1.663387368,15,15,90,6,Frutales
41,5315,2,10,21,4.1,4.562654764,213.8014554,180.7884232,1.026311491,0.621756942,3.03888,0.91492,2.4384,0.13056,7.549071491,6.565,689,9.5,26.6,8.3,4.523718626,15,15,90,6,Frutales
41,5315,2,10,21,3.91,3.498119361,147.8193695,22.76197605,1.851385436,1.323740586,0.81744,0.40092,0.688,0.04352,3.801265436,1.15645,342,3.5,9.3,3.8,0.341879087,15,15,90,6,Frutales
41,5315,2,10,21,4.67,3.330034824,300.0698236,134.7499446,1.116868388,0.962720427,0.7488,0.5654,2.88,0.15776,5.468828388,10.07475,88.3,6.2,6,8.1,5.257889894,15,15,90,6,Frutales
68,5615,2,9,20,5.43,4.17045751,36.0511429,9.871091151,0.110680651,0,4.26816,1.67564,0.128,0.03808,6.220560651,0.204525,71.2,5.1,8.8,10.9,0.317406711,645,645,12.255,19,Cacao
68,5615,2,9,20,5.35,4.674711122,17.18751285,3.772177866,0.211299425,0.110311716,3.33216,1.6448,0.1312,0.03264,5.352099425,0.113625,65.8,2.2,8.1,1.2,0.195044833,645,645,12.255,19,Cacao
68,5615,2,9,20,5.36,3.834288436,25.32763227,4.326624529,0.201237547,0,3.12624,1.1822,0.0928,0.03264,4.635117547,0.103525,37,1.6,2.8,0.9,0.146100082,645,645,12.255,19,Cacao
68,5615,2,10,20,4.44,4.114429331,5.066696292,5.574129519,1.68033352,1.3538256,0.5616,0.60652,0.1472,0.0272,3.02285352,0.1919,355,2.5,15.2,4.1,0.170572458,645,645,12.255,19,Cacao
68,5615,2,10,20,4.67,4.730739301,6.285277045,3.772177866,0.76470268,0.591671929,1.73472,1.62424,0.1952,0.03264,4.35150268,0.234825,92.3,1.9,8.9,1.1,0.146100082,645,645,12.255,19,Cacao
68,5615,2,10,20,3.99,6.243500136,6.187790585,6.683022843,5.765455731,4.974055537,0.46176,0.39064,0.192,0.03264,6.842495731,0.30805,1800,2,6,2.5,0.170572458,645,645,12.255,19,Cacao
68,5615,2,10,20,4.18,5.459105629,5.570376337,5.574129519,3.924132173,3.379549831,0.81744,0.33924,0.1664,0.03264,5.279852173,0.194425,926,2.7,9.4,2.1,0.146100082,645,645,12.255,19,Cacao
25,5313,2,,20,5.61,12.35057166,109.7509068,17.63334442,0.3468,0.2475,6.51456,0.8224,0.336,0.0544,8.07416,0.345925,42.1,7,3.5,9.9,0.464240965,25,25,500,20,Frutales
25,5313,2,,20,5.56,13.91936067,129.4106763,26.92032601,0.2142,0.1386,7.56288,0.95604,0.592,0.06528,9.3904,0.340875,42.3,8,4,11.7,0.611075218,25,25,500,20,Frutales
25,5313,2,,20,4.97,15.48814969,26.70869046,19.29668441,0.845197699,0.651841955,3.21984,0.59624,0.2944,0.07616,5.031837699,0.583275,94.2,10.7,6.6,14.3,0.415296214,25,25,500,20,Frutales
25,5313,2,,20,4.98,15.32006515,23.76784891,19.29668441,0.774764557,0.561586915,2.50224,0.39064,0.2048,0.07616,3.948604557,0.431775,72.7,7.2,4.7,9.8,0.48871334,25,25,500,20,Frutales
25,5313,2,,20,4.71,5.963359241,19.08849882,13.33638279,3.863760909,3.229124764,2.12784,0.38036,0.4032,0.05984,6.835000909,0.1515,634,4.3,3.3,2.2,0.439768589,25,25,500,20,Frutales
25,5313,2,,20,4.63,13.47113524,15.75771143,28.72227767,1.267796548,0.99280544,1.86576,0.27756,0.1408,0.06528,3.617196548,0.729725,61.3,7,7.4,5.6,0.562130467,25,25,500,20,Frutales
25,5313,2,,20,5.22,19.35409404,53.59870574,25.11837436,0.392413217,0.220623431,5.2416,0.88408,0.272,0.0544,6.844493217,0.74235,85,10.2,7.2,19.7,0.317406711,25,25,500,20,Frutales
25,25649,2,,20,5.38,5.178964734,548.6602972,9.732479485,0.563465133,0.100283378,7.71264,0.76072,0.48,0.05984,9.576665133,0.65145,67.8,6.2,3.5,6.1,0.708964721,18,18,324,18,Frutales
25,25649,2,,20,5.95,11.34206443,517.7895848,25.53420936,0.1326,0,12.61728,1.44948,0.7744,0.136,15.10976,1.517525,35.4,5.6,2,16.6,1.785749246,18,18,324,18,Frutales
52,52001,2,,20,5.35,4.842795659,451.173837,8.207751164,0.150928161,0,6.85152,1.66536,1.1136,0.05984,9.841248161,0.992325,94.2,3.7,13.8,8.7,0.317406711,58,58,118,2.03,Frutales
52,52573,2,,20,5.36,4.394570226,418.6783502,8.900809492,0.271670689,0,7.00128,1.42892,1.0944,0.05984,9.856110689,0.78275,79.4,3.8,23.5,5.1,0.341879087,5,5,100,20,Frutales
52,52356,2,,20,4.62,4.394570226,443.0499653,54.89992238,0.412536972,0.280793458,3.9312,1.51116,1.8816,0.07072,7.807216972,1.542775,484,3.3,12.1,5.4,0.929216101,15,15,450,30,Frutales
52,52573,2,,20,5.03,3.890316615,290.3211776,15.97000444,0.422598849,4.01,4.23072,0.89436,0.9408,0.05984,6.548318849,0.55045,82.7,3.2,27.9,4.4,0.757909472,5,5,100,20,Frutales
50,50330,2,9,21,5,6.199842057,2.194549106,3.65803058,4.881563193,4.135047174,1.05456,0.60652,0.304,0.03264,6.879283193,0.0808,550,2.3,25.8,1,0.151732748,136,136,2.617,19.19,Pastos
41,41524,2,9,20,5.13,0.720404779,1.641084569,2.514538683,0.219984607,0.157027108,3.15744,1.12052,0.2752,0.15776,4.930904607,0.260075,45.3,3.4,238,0.9,0.151732748,80,80,480,6,Pastos
41,41524,2,9,20,5.42,2.697521323,10.03439106,4.474810507,0.345690097,0.261711846,4.53024,0.95604,0.1856,0.06528,6.082850097,0.143925,295,2.5,6.7,1.7,0.292530225,80,80,480,6,Pastos
52,52001,2,11,20,4.92,4.335703601,96.97008229,8.885422112,1.099923037,0.952631121,1.57248,0.14392,0.2304,0.0816,3.128323037,0.36865,54.8,1.4,3.2,1.1,0.151732748,58,58,118,2.03,Forestal
25,25524,2,9,20,5.07,7.167064416,44.91970872,27.36752833,0.512559835,0.431397693,2.7144,0.34952,0.1856,0.03808,3.800159835,1.10595,166,2.6,2.1,6.2,0.386858898,5,5,25,5,Frutales
25,25524,2,9,20,5.05,14.56712919,17.03795129,22.9574598,0.471555048,0.391267675,5.16672,1.11024,0.432,0.05984,7.240355048,2.042725,170,5.1,7,11.1,0.231722326,5,5,25,5,Frutales
25,25524,2,9,20,5.04,12.70299074,31.95289923,31.6744691,0.307535901,0.270877621,4.19328,0.9252,0.3616,0.07072,5.858335901,1.487225,137,5.4,5.9,11.7,0.335146707,5,5,25,5,Frutales
52,52110,2,10,20,5.25,5.852455973,3.683483121,2.713508463,0.949480404,0.809556976,2.29632,0.78128,0.96,0.02176,5.008840404,0.1111,207,4.1,11.7,1.7,0.225234071,40,40,120,3,Pastos
25,5313,2,,20,5.11,20.53906408,49.5359701,24.558969,1.279299913,1.169360077,4.97952,0.76072,0.5984,0.1632,7.781139913,2.0099,454,4,5,16.2,0.873248398,25,25,500,20,Frutales
25,5313,2,,20,5.84,19.80473367,70.65017373,41.04610903,0.171001945,0.039833394,16.4736,1.60368,1.7856,0.2448,20.27868194,1.037775,146,2,4.3,11.6,1.678357107,25,25,500,20,Frutales
25,5313,2,,20,5.68,15.81836861,56.31142351,15.21625632,0.352062827,0.199166971,5.69088,4.07088,1.8624,0.06528,12.04150283,4.32785,592,5.1,5,31,0.343054857,25,25,500,20,Frutales
25,5313,2,,20,5.78,24.92285924,179.2149969,43.10700154,0.211237696,0.06970844,11.0448,4.25592,1.4016,0.37536,17.2889177,1.0504,279,6,7.1,48,0.657243622,25,25,500,20,Frutales
25,5313,2,,20,5.26,24.92285924,88.61300368,24.69636184,0.799562446,0.569688242,6.85152,1.41864,0.6048,0.0544,9.728922446,0.9999,443,11.2,9.2,64,0.539422835,25,25,500,20,Frutales
25,5313,2,,20,5.63,25.76209399,34.56694514,25.52071884,0.231355572,0.06970844,10.74528,1.91208,0.768,0.07072,13.72743557,1.7574,175,6,12.8,29,1.03034278,25,25,500,20,Frutales
25,5313,2,,20,5.4,15.87082079,29.83988463,41.7330732,0.309830448,0.259857795,7.3008,1.78872,1.5744,0.07616,11.04991045,3.113325,171,16.8,11.5,19.3,1.187437162,25,25,500,20,Frutales
73,73270,2,9,20,4.83,3.995907024,6.256212996,5.55043106,1.63960688,1.334418704,2.32128,1.31584,0.2432,0.03264,5.55256688,0.31815,291,2.6,6.1,0.9,0.121570309,25,25,225,9,Cacao
25,25649,2,9,21,4.61,7.597403959,33.58079066,5.399710617,5.361413908,4.391631703,2.27136,0.53456,0.2336,0.02176,8.422693908,0.7171,1374,6.6,8.4,4.5,0.085544139,18,18,324,18,Frutales
25,25535,2,9,21,4.95,14.70805176,91.76169412,13.84005547,1.277485115,0.916168065,3.10128,0.70932,0.3488,0.03264,5.469525115,0.85345,322,6.5,6.6,13.5,0.265674986,41,41,533,13,Frutales
25,25535,2,10,21,5.29,9.53667154,81.16644972,8.715560379,1.297602991,1.115335036,3.51936,0.771,0.5504,0.0272,6.165562991,0.38885,440,3,2.3,6.9,0.139583393,41,41,533,13,Frutales
25,25535,2,10,21,4.8,12.07618861,100.3122422,10.97636703,2.444321913,1.961794661,4.60512,0.7196,0.4096,0.03264,8.211281913,1.022625,698,6.3,4.5,8.7,0.265674986,41,41,533,13,Frutales
25,25535,2,10,21,5.16,10.55247837,47.15013875,12.03141014,0.72424353,0.527792472,2.808,0.81212,0.192,0.01632,4.55268353,0.921625,210,6.1,5.2,12,0.193622647,41,41,533,13,Frutales
25,25535,2,10,21,5.22,11.5682852,74.66059789,6.454753723,0.925422288,0.687126049,3.07008,0.64764,0.176,0.0272,4.846342288,0.44945,348,6.3,5.5,21.6,0.157596478,41,41,533,13,Frutales
25,25535,2,10,21,5.24,12.63026506,66.48181274,7.509796829,0.955599102,0.687126049,3.14496,0.58596,0.3232,0.03264,5.042359102,0.4444,358,14.7,6.4,14.8,0.31971424,41,41,533,13,Frutales
25,25535,2,10,20,5.09,12.26088076,30.79256845,4.646108398,1.257367239,1.01575155,2.15904,0.32896,0.2208,0.03264,3.998807239,0.53025,241,6,4,10.2,0.121570309,41,41,533,13,Frutales
25,25743,2,9,20,4.84,7.089500545,44.54779802,4.947549286,2.464439789,2.200795026,2.17776,0.31868,0.2048,0.03264,5.198319789,0.404,1238,5.8,4,8,0.247661902,315,95,1.14,12,Frutales
25,25743,2,9,20,4.76,4.319118287,6.627975957,8.564839935,2.243143155,1.90204457,2.10912,0.4112,0.352,0.03264,5.148103155,0.1919,387,2.1,1.4,1.1,0.085544139,315,95,1.14,12,Frutales
25,25743,2,9,21,4.75,6.673943207,34.69607954,3.741785736,2.997563498,2.519462179,2.68944,0.3084,0.2528,0.0272,6.275403498,0.303,1442,4.2,4.1,3.1,0.139583393,315,95,1.14,12,Frutales
25,25743,2,9,21,4.63,3.811214873,20.94084997,7.057635498,3.933044724,3.365921804,2.87664,0.55512,0.2624,0.03808,7.665284724,0.310575,1380,4.3,4,2.3,0.35574041,315,95,1.14,12,Frutales
25,25743,2,9,21,4.85,13.09199544,73.35942753,8.715560379,2.052023334,1.862211176,2.2464,0.32896,0.272,0.03264,4.932023334,0.709525,535,9.2,3.4,4.7,0.247661902,315,95,1.14,12,Frutales
25,25535,2,11,20,5.2,9.53667154,63.69359053,10.82564659,1.438428122,1.065543293,4.04352,0.6168,0.4,0.03808,6.536828122,0.552975,589,26,1.8,1.2,0.409779664,41,41,533,13,Frutales
25,25743,2,9,20,5.27,12.39939987,36.36901287,5.55043106,0.824832909,0.587542563,3.81888,0.81212,0.4608,0.0544,5.971032909,0.7373,266,8,3.1,5.1,0.283688071,315,95,1.14,12,Frutales
25,25743,2,9,20,5.08,9.028768126,19.26791664,6.153312835,0.633713089,0.47800073,2.95776,0.69904,0.368,0.04896,4.707473089,0.8787,358,6.1,4.5,4.9,0.193622647,315,95,1.14,12,Frutales
25,25535,2,9,22,5.06,20.18149598,130.2391606,13.23717369,0.794656095,0.557667518,9.28512,1.29528,0.2688,0.03808,11.6819361,1.13625,346,2.3,5.7,14.7,0.301701156,41,41,533,13,Frutales
25,25743,2,9,21,4.99,9.305806352,99.75459779,8.564839935,1.508840687,1.115335036,3.744,0.6168,0.5632,0.03264,6.465480687,1.1413,666,6,5.7,8.9,0.607923596,315,95,1.14,12,Frutales
25,25743,2,9,20,4.93,9.167287239,36.55489435,6.454753723,1.981610769,1.752669342,1.59744,0.3084,0.3392,0.02176,4.248410769,0.48985,395,5.1,2.4,1.6,0.229648817,315,95,1.14,12,Frutales
25,25743,2,11,20,5.33,9.859882804,25.77376847,18.51238922,0.573359461,0.448125684,3.44448,0.54484,0.3392,0.02176,4.923639461,0.59085,237,5.5,2.5,2.7,0.553884342,315,95,1.14,12,Frutales
66,66001,2,11,20,4.48,2.203011605,20.30074926,7.172375623,1.499662883,1.154402658,1.36032,0.37008,0.5952,0.06528,3.890542883,0.3939,570,3.8,40,2.9,0.1194452,100,100,600,6,Frutales
73,73268,2,11,20,5.28,0.588475387,50.97770987,2.867597319,0.15199286,0.070267988,1.56624,0.6168,0.3456,0.04896,2.72959286,0.20705,71.6,2.6,3.5,1.9,0.211396856,120,120,2.4,20,Forestal
47,47980,2,10,20,4.5,1.97027293,5.017451974,4.857848083,4.703178327,4.082976676,0.55536,0.19532,0.1216,0.01632,5.591778327,0.1111,89.1,1.7,4.4,0.8,0.205201221,120,120,1.02,8.5,Aguacate
68,68276,2,11,20,5.28,0.760403154,6.578284418,2.515674546,0.207058165,0.136750415,1.872,0.16448,0.064,0.03264,2.340178165,0.093425,54.6,1.9,4.3,0.8,0.205201221,6,6,134,22.16,Cacao
68,68276,2,11,20,5.09,0.85347006,4.190210779,2.876008936,0.611314583,0.537233773,1.07952,0.09252,0.0416,0.02176,1.846714583,0.08585,118,2.3,2.7,1.2,0.164169183,6,6,134,22.16,Cacao
68,68276,2,11,20,4.88,0.713869701,21.0628095,2.335507351,0.364816768,0.27350083,0.38688,0.06168,0.048,0.01088,0.872256768,0.0707,67.2,1.8,0.7,0.8,0.184685202,6,6,134,22.16,Cacao
68,68276,2,11,20,5.04,1.179204231,12.35336446,4.137179302,0.463415894,0.175821962,1.872,0.16448,0.0512,0.01088,2.561975894,0.118675,177,2.5,1.9,1,0.164169183,6,6,134,22.16,Cacao
85,85410,3,16,,5,1.22,3.87,1.58,2.8,2.36,0.59,0.25,0.09,0.14,3.72,0.05,184.85,1,8.06,1,0.06,50,50,750,15,Cacao
25,25845,2,11,20,5.36,5.413748447,446.1040791,7.019854425,0.364816768,0.24419717,5.87808,0.9766,0.9024,0.03264,8.154536768,0.199475,420,20.4,12.7,8.2,0.287265297,120,120,4.44,37,Frutales
25,25862,2,11,20,5.21,2.129606829,9.240355417,21.76996309,0.537738932,0.412658827,4.75488,0.55512,0.1504,0.02176,6.019898932,0.11615,206,5.5,1.2,15.1,0.088408145,10,10,100,10,Aguacate
25,25743,2,9,20,4.68,9.770551797,20.29288854,10.92222006,2.891615011,2.264591124,1.19808,0.39064,0.2272,0.03808,4.745615011,0.391375,1372,4.4,5.4,4.3,0.251857879,315,95,1.14,12,Frutales
25,25473,2,10,21,4.19,14.38484049,3.249729076,3.409190213,1.891097234,1.499544397,4.97952,1.78872,0.0928,0.09792,8.850057234,1.562975,229,1.6,4.4,4.7,0.137270009,250,250,5.5,22,Pastos
85,85410,3,11,,5.02,1.08,15.06,3.43,1.19,0.87,2.31,1.02,0.13,0.14,4.72,0.18,239.06,1.33,16.11,2.92,0.12,50,50,750,15,Cacao
47,47980,2,10,20,4.88,3.765041835,3.973359328,3.409190213,0.326734077,0.091188511,5.2416,2.03544,0.2944,0.11424,8.012414077,0.5555,88,3,21.5,0.2,0.137270009,120,120,1.02,8.5,Aguacate
47,47980,2,10,20,4.52,1.964293367,3.46996437,6.140037868,2.316841637,2.04667546,5.0544,1.72704,0.2464,0.0544,9.399081637,0.148975,84,2.2,2.8,1.5,0.118199432,120,120,1.02,8.5,Aguacate
68,68081,2,11,20,4.74,1.179351727,4.132309175,14.72455845,0.98275386,0.758408029,0.97968,0.68876,0.1056,0.0544,2.81119386,0.078275,456,1.3,0.3,0.8,0.087234336,450,450,4.725,10.5,Forestal
25,25743,2,,,4.85,16.32410807,16.43843574,5.438043174,1.260704447,1.162892312,1.30416,1.31584,0.1472,0.04896,4.076864447,0.2727,709,4.6,4.8,3.8,0.108763046,315,95,1.14,12,Frutales
73,73067,2,11,21,5.36,1.3283011,12.36609436,2.040642209,0.206464181,0,1.85952,1.17192,0.0768,0.0816,3.396304181,0.118675,351,2.4,9.1,2.4,4.01,900,900,7.56,8.4,Pastos
73,73067,2,11,21,5.03,2.63130226,6.248109005,3.591871558,0.540739521,0.220765922,2.05296,1.42892,0.1952,0.0816,4.299419521,0.14645,393,3.6,22,2,4.01,900,900,7.56,8.4,Pastos
73,73483,2,11,21,5.45,3.662844845,6.86922427,9.215077949,0,0,15.87456,9.38564,0.3808,0.08704,25.72804,0.3535,24.1,2.8,7.1,0.4,0.14275851,50,50,550,11,Pastos
73,73483,2,11,21,5.45,2.08838511,36.72934062,8.633366943,0,0,11.0448,6.7848,0.3616,0.09792,18.28912,0.335825,350,11.2,11.3,4.4,0.161831123,50,50,550,11,Pastos
73,73067,2,11,21,4.97,2.902760835,5.331963989,3.591871558,0.521076266,0.371288141,9.5472,6.168,0.192,0.08704,16.51531627,0.118675,657,3.4,18.3,1.8,4.01,900,900,7.56,8.4,Pastos
73,73504,2,11,21,5.25,1.76263482,4.322651684,3.204064221,0.216295808,0.13045259,9.1728,6.53808,0.2656,0.10336,16.29613581,0.138875,367,4.4,13.1,1.2,0.104613284,130,130,1.04,8,Pastos
73,73504,2,11,21,4.4,2.902760835,14.58658143,3.204064221,3.431238052,2.508703657,9.95904,5.67456,0.352,0.1088,19.52563805,0.18685,866,4.2,52.9,11.9,4.01,130,130,1.04,8,Pastos
25,25286,2,11,20,4.9,18.18403269,64.7882227,60.6181649,1.199458574,0.852959243,4.15584,3.02232,0.3712,0.14144,8.890258574,1.557925,596,4.1,9.3,19,0.505138162,110,110,3.3,30,Forestal
25,25286,2,11,20,5.13,16.88103153,31.88464155,39.28876134,0.825856723,0.752611097,4.41792,2.52888,0.2528,0.14144,8.166896723,0.71205,483,4.2,6.9,16.8,0.543283389,110,110,3.3,30,Forestal
25,25286,2,11,20,5.14,15.38985529,120.4246225,28.62405957,1.110973925,1.023551092,4.3056,1.78872,0.3488,0.15232,7.706413925,0.674175,386,4.9,7.4,21.9,4.01,110,110,3.3,30,Forestal
25,25473,2,11,20,5.38,5.723451745,118.7564288,337.9630364,0.211409501,0,10.25856,6.29136,0.5888,0.5984,17.9485295,12.423,72.7,4.2,22.9,24.2,1.797183255,250,250,5.5,22,Frutales
68,5615,2,9,21,4.87,6.427162039,8.838048759,6.388117712,1.671141767,1.220134833,4.64256,2.4672,0.1888,0.05984,9.029541767,0.1212,450,4.5,10.4,2.6,0.150072177,645,645,12.255,19,Cacao
68,5615,2,9,20,4.74,1.266619886,23.03765798,6.784722773,0.885906479,0.75241648,3.1824,2.09712,0.2112,0.05984,6.436466479,0.13635,260,4.3,23.5,1.3,0.131565311,645,645,12.255,19,Cacao
68,5615,2,10,21,4.63,2.908610571,5.767441716,5,3.030202843,2.714800002,4.19328,1.028,0.192,0.03808,8.481562843,0.103525,546,3.3,13.1,1.2,0.131565311,645,645,12.255,19,Cacao
68,5615,2,10,20,5.24,2.263542802,55.20889116,10.75077338,0.624161383,0.549060675,3.66912,1.17192,0.2048,0.0544,5.724401383,0.285325,365,3.3,1.8,1.1,0.279620239,645,645,12.255,19,Cacao
68,5615,2,9,21,5.07,1.735760082,5.31542342,2.620369636,0.483221716,0.38637603,7.56288,4.13256,0.176,0.04896,12.40362172,0.1515,72.8,3.4,19.1,2.2,0.150072177,645,645,12.255,19,Cacao
54,54520,2,10,20,5.16,7.482727479,307.6872952,53.7538669,0.191275263,0.101677903,7.488,4.68768,0.672,0.09792,13.13687526,1.386225,565,10.9,5.9,15.1,0.446182034,5,5,68,15,Forestal
54,54520,2,9,20,5.2,6.133949417,202.4889214,137.2531133,0.130872548,0,6.7392,4.9344,0.6016,0.1088,12.51487255,1.461975,495,10.1,4.4,13.1,0.55722323,5,5,68,15,Forestal
54,54520,2,9,20,5.45,6.016664368,201.8031005,29.39121123,0,0,6.552,3.33072,0.9248,0.07616,10.88368,0.9696,703,7.4,6.2,8.2,0.538716364,5,5,68,15,Forestal
54,54520,2,10,20,4.87,6.427162039,160.8720645,109.2785754,0.513423073,0.396543821,5.2416,3.82416,0.9664,0.09792,10.64350307,1.414,466,8.7,8.7,14,0.372154569,5,5,68,15,Forestal
73,73268,2,10,20,4.78,12.27096434,50.69509105,10.35568527,1.4848875,1.373587824,7.93728,6.96984,0.1248,0.0544,16.5712075,0.350975,102.1,6.1,7.4,6.4,0.267603517,120,120,2.4,20,Forestal
73,73268,2,10,20,5.29,4.609777622,51.79960527,10.35568527,0.391287922,0.242397851,6.96384,1.97376,0.272,0.04896,9.649847922,0.467125,71.3,3.4,11.1,12.4,0.436687458,120,120,2.4,20,Forestal
41,41306,2,11,20,4.47,1.658790277,96.8971052,67.59057072,0.627041078,0.387646234,1.36032,0.7196,0.2304,0.05984,2.997201078,1.17665,96.7,2.1,21.3,7.9,0.398255592,100,100,600,6,Frutales
41,41306,2,11,20,3.94,1.388417628,66.10107055,29.39900744,1.749646879,1.540383718,0.55536,0.257,0.1664,0.0544,2.782806879,0.507525,266,1.6,28.4,2.4,0.436426445,100,100,600,6,Frutales
41,41306,2,11,20,4.8,2.091386515,76.39351508,22.45111663,0.444996894,0.21422555,1.66608,0.9252,0.1184,0.05984,3.214516894,0.37875,215,1.4,7.9,3.4,0.30282846,100,100,600,6,Frutales
41,41306,2,11,20,3.99,1.118044978,33.7928758,28.40645161,1.496807734,4.01,0.61776,0.3084,0.1984,0.14144,2.762807734,0.57065,289,2.3,34.1,2.7,0.264657607,100,100,600,6,Frutales
41,41306,2,11,20,4.88,1.334343098,271.914027,28.90272953,0.313520539,0.1836219,2.24016,1.0794,0.3328,0.07072,4.036600539,0.3939,261,4.7,34.4,14.2,0.665451561,100,100,600,6,Frutales
41,41306,2,11,20,4.49,1.388417628,175.1391953,14.51066998,0.556246118,0.326438934,1.50384,1.028,0.32,0.07072,3.478806118,0.2828,322,2.3,26.4,7.9,0.550939003,100,100,600,6,Frutales
41,41306,2,11,20,4.85,0.73952327,221.5446245,29.89528536,0.212384881,0.112213383,1.82832,1.03828,0.2464,0.05984,3.385224881,0.4343,211,3.7,20.3,8.3,0.474597298,100,100,600,6,Frutales
